id	provincia	año	total	varones	mujeres
90	Tucuman	2024	1772680	875982	896698
90	Tucuman	2025	1791571	885438	906133
90	Tucuman	2026	1810210	894762	915448
90	Tucuman	2027	1828610	903961	924649
90	Tucuman	2028	1846761	913032	933729
90	Tucuman	2029	1864652	921969	942683
90	Tucuman	2030	1882275	930769	951506
90	Tucuman	2031	1899633	939434	960199
90	Tucuman	2032	1916730	947968	968762
90	Tucuman	2033	1933560	956368	977192
90	Tucuman	2034	1950114	964630	985484
90	Tucuman	2035	1966384	972751	993633
90	Tucuman	2036	1982373	980734	1001639
90	Tucuman	2037	1998086	988581	1009505
90	Tucuman	2038	2013520	996292	1017228
90	Tucuman	2039	2028678	1003868	1024810
90	Tucuman	2040	2043560	1011310	1032250
94	Tierra del Fuego	2010	131661	67235	64426
94	Tierra del Fuego	2011	135742	69310	66432
94	Tierra del Fuego	2012	139852	71398	68454
94	Tierra del Fuego	2013	143987	73498	70489
94	Tierra del Fuego	2014	148143	75608	72535
94	Tierra del Fuego	2015	152317	77725	74592
94	Tierra del Fuego	2016	156509	79850	76659
94	Tierra del Fuego	2017	160720	81983	78737
94	Tierra del Fuego	2018	164944	84121	80823
94	Tierra del Fuego	2019	169183	86265	82918
94	Tierra del Fuego	2020	173432	88412	85020
94	Tierra del Fuego	2021	177697	90565	87132
94	Tierra del Fuego	2022	181983	92727	89256
94	Tierra del Fuego	2023	186285	94895	91390
94	Tierra del Fuego	2024	190601	97068	93533
94	Tierra del Fuego	2025	194926	99244	95682
94	Tierra del Fuego	2026	199248	101416	97832
94	Tierra del Fuego	2027	203558	103580	99978
94	Tierra del Fuego	2028	207851	105732	102119
94	Tierra del Fuego	2029	212126	107872	104254
94	Tierra del Fuego	2030	216380	110000	106380
94	Tierra del Fuego	2031	220617	112117	108500
94	Tierra del Fuego	2032	224843	114226	110617
94	Tierra del Fuego	2033	229055	116326	112729
94	Tierra del Fuego	2034	233252	118417	114835
94	Tierra del Fuego	2035	237433	120498	116935
94	Tierra del Fuego	2036	241593	122567	119026
94	Tierra del Fuego	2037	245734	124625	121109
94	Tierra del Fuego	2038	249853	126670	123183
94	Tierra del Fuego	2039	253948	128702	125246
94	Tierra del Fuego	2040	258020	130721	127299
