cueanexo	provincia	departamento	localidad	nombre	ambito	sector_de_gestion	primaria	p_lengua_debajo_basico	p_lengua_basico	p_lengua_satisfactorio	p_lengua_avanzado	lon	lat
020000100	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	INSTITUTO PRIVADO ESCUELA EVANGELICA WILLIAM C. MORRIS	Urbano	Privado	1	2.033898314	13.81042062	40.79096049	43.36472058	-58.3624	-34.6377
020000200	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	CARLOS R. VIGNALE	Urbano	Estatal	1	18.18181818	20.90909091	45.45454545	15.45454545	-58.3617	-34.6323
020000300	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	INSTITUTO SAN CAYETANO	Urbano	Privado	1	0	0	26.92307692	73.07692308	-58.4568	-34.5669
020000500	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	INSTITUTO NUESTRA SEÑORA DEL ROSARIO	Urbano	Privado	1	5.357142857	28.57142857	26.78571429	39.28571429	-58.4555	-34.565
020000700	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	INSTITUTO NTRA SEÑORA DE LUJAN DE LOS PATRIOTAS	Urbano	Privado	1	2.670940182	13.35042737	32.0897436	51.88888885	-58.5185	-34.6536
020000800	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	DR MARTINIANO LEGUIZAMON	Urbano	Estatal	1	9.349593379	12.48548193	31.26209839	46.9028263	-58.5083	-34.6524
020000900	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	BENITO QUINQUELA MARTIN	Urbano	Estatal	1	12.8483607	23.70901628	38.48360664	24.95901637	-58.361	-34.639
020001000	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	JOSE JACINTO BERRUTTI	Urbano	Estatal	1	14.86686422	31.64201193	33.7795858	19.71153804	-58.3655	-34.6424
020001100	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	REPUBLICA ITALIANA	Urbano	Estatal	1	5	20	30	45	-58.3672	-34.6477
020001200	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	JUAN MARIA GUTIERREZ	Urbano	Estatal	1	11.53846119	17.09401675	55.12820547	16.23931658	-58.3679	-34.6419
020001700	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	ESCUELA DE LA ALDEA	Urbano	Privado	1	6.25	12.5	18.75	62.5	-58.4707	-34.552
020001800	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	FRAY JUSTO SANTA MARIA DE ORO	Urbano	Estatal	1	9.722221945	25.39682508	37.30158746	27.57936552	-58.4711	-34.6037
020002200	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	REPUBLICA DE FILIPINAS	Urbano	Estatal	1	2.463606029	18.47237756	55.6644268	23.39958961	-58.51	-34.6585
020002300	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	JUAN RAMON JIMENEZ	Urbano	Estatal	1	4.761904762	9.523809524	42.85714286	42.85714286	-58.508	-34.6518
020002400	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	RECUERDOS DE PROVINCIA	Urbano	Estatal	1	0	25.41666657	41.25000009	33.33333333	-58.4931	-34.6436
020002500	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	CARLOS GUIDO Y SPANO	Urbano	Estatal	1	6.666666667	13.33333333	33.33333333	46.66666667	-58.495	-34.638
020002800	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	INSTITUTO BET-EL	Urbano	Privado	1	3.205128122	3.044871878	25	68.75	-58.4637	-34.5695
020002900	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	INSTITUTO SAN PEDRO	Urbano	Privado	1	3.846153846	3.846153846	34.61538462	57.69230769	-58.3665	-34.6425
020003300	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	INSTITUTO CONSTANZA RAMOS MEJIA DE BUNGE	Urbano	Privado	1	0	15.15151515	27.27272727	57.57575758	-58.3848	-34.5982
020003400	Ciudad de Buenos Aires	Comuna 2	CIUDAD DE BUENOS AIRES	INST. COLEGIO SAN TARSICIO	Urbano	Privado	1	0	0	20	80	-58.4034	-34.5901
020003800	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	MARIA SILVENTI DE AMATO	Urbano	Estatal	1	21.46307907	10.88106782	43.80032153	23.85553158	-58.4211	-34.6435
020003900	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	PROFESOR CARLOS JUSTO FLORIT	Urbano	Estatal	1	4.545454545	22.72727273	27.27272727	45.45454545	-58.422	-34.6488
020004000	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	RICARDO GUIRALDES	Urbano	Estatal	1	25.75757573	27.65151517	37.37373738	9.217171723	-58.4359	-34.6469
020004100	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	PROVINCIA DE CORRIENTES	Urbano	Estatal	1	0	12.5	58.33333333	29.16666667	-58.4215	-34.64
020004200	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	AERONAUTICA ARGENTINA	Urbano	Estatal	1	0	4.545454545	68.18181818	27.27272727	-58.4176	-34.6449
020004300	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	JUAN ANDRES DE LA PEÑA	Urbano	Estatal	1	12.5	25	33.33333333	29.16666667	-58.4237	-34.6458
020004600	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	REPUBLICA DE HONDURAS	Urbano	Estatal	1	0	4.761904762	33.33333333	61.9047619	-58.4677	-34.592
020004800	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	CABILDO DE BUENOS AIRES	Urbano	Estatal	1	6.666666667	13.33333333	40	40	-58.4533	-34.5837
020004900	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	INSTITUTO PARROQUIAL SANTA LUCIA	Urbano	Privado	1	22.36746525	35.18732078	18.56978112	23.87543286	-58.3743	-34.6345
020005000	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	DR. PEDRO MELITON LEDESMA	Urbano	Estatal	1	12.26820725	21.31792726	39.01260504	27.40126045	-58.4149	-34.6516
020005100	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	INGENIERO ALVAREZ CONDARCO	Urbano	Estatal	1	0	18.18181818	63.63636364	18.18181818	-58.4713	-34.5852
020005300	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	PRESIDENTE DERQUI	Urbano	Estatal	1	6.693017075	4.558629782	58.97233197	29.77602118	-58.3757	-34.6472
020005400	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	INSTITUTO SAN JUAN MARIA VIANNEY	Urbano	Privado	1	5.882352941	5.882352941	5.882352941	82.35294118	-58.4828	-34.5982
020006300	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	GENERAL GUEMES	Urbano	Estatal	1	7.649667215	27.25688931	25.29299976	39.80044371	-58.3822	-34.6199
020006500	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	INST. HOGAR DEL PINO	Urbano	Privado	1	0	0	33.33333333	66.66666667	-58.389	-34.6252
020007200	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	INSTITUTO NUESTRA SEÑORA DE MONSERRAT	Urbano	Privado	1	0	17.89321792	43.65079362	38.45598846	-58.3853	-34.6135
020007300	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	FRAY CAYETANO RODRIGUEZ	Urbano	Estatal	1	12.09785174	19.75537065	26.41586989	41.73090772	-58.3899	-34.6169
020007700	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	NIEVES ESCALADA DE OROMI	Urbano	Estatal	1	0	30	40	30	-58.3777	-34.6501
020008200	Ciudad de Buenos Aires	Comuna 2	CIUDAD DE BUENOS AIRES	INST MARIA BIANCHI DE COPELLO	Urbano	Privado	1	5.555555556	0	33.33333333	61.11111111	-58.3992	-34.588
020008300	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	COLEGIO SAGRADA FAMILIA	Urbano	Privado	1	0	7.422046663	32.93807614	59.6398772	-58.4871	-34.5759
020008500	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	GENDARMERIA NACIONAL	Urbano	Estatal	1	15.47619091	23.01587273	29.36507934	32.14285702	-58.5069	-34.6271
020008600	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	CASIMIRO AURELIANO MACIEL	Urbano	Estatal	1	21.05263158	15.78947368	21.05263158	42.10526316	-58.5015	-34.6237
020008900	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	PRESBITERO ALBERTI	Urbano	Estatal	1	11.75523363	27.85829315	42.10950075	18.27697247	-58.4318	-34.6536
020009000	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	JOSE MARTI	Urbano	Estatal	1	22.9571879	18.28625726	42.43289326	16.32366158	-58.456	-34.6589
020009100	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	COLEGIO PARR. NTRA SRA DE LA ANUNCIACION	Urbano	Privado	1	0	5.882352941	41.17647059	52.94117647	-58.4872	-34.5802
020009500	Ciudad de Buenos Aires	Comuna 14	CIUDAD DE BUENOS AIRES	INSTITUTO DIVINO CORAZON	Urbano	Privado	1	0	7.142857143	21.42857143	71.42857143	-58.4155	-34.5897
020009800	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	INSTITUTO EDUCACIONAL DUAYEN	Urbano	Privado	1	2.645502633	5.026455024	35.44973541	56.87830693	-58.4742	-34.5787
020009900	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	INSTITUTO SAN VICENTE PALLOTTI	Urbano	Privado	1	0	11.76470588	23.52941176	64.70588235	-58.4706	-34.5718
020010000	Ciudad de Buenos Aires	Comuna 14	CIUDAD DE BUENOS AIRES	CENTRO EDUCATIVO SAN FRANCISCO JAVIER	Urbano	Privado	1	4	10.03636365	24.0727273	61.89090905	-58.4273	-34.587
020010200	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	INSTITUTO CANTO A LA VIDA	Urbano	Privado	1	1.61458335	8.593749915	33.12500007	56.66666667	-58.4831	-34.6688
020010300	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	HOMERO MANZI	Urbano	Estatal	1	9.986167195	14.24270223	32.97227726	42.79885331	-58.482	-34.6628
020010400	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	INSTITUTO MARIA AUXILIADORA	Urbano	Privado	1	4.545454545	18.18181818	36.36363636	40.90909091	-58.362	-34.636
020011000	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	REPUBLICA FRANCESA	Urbano	Estatal	1	8.147700676	16.29540135	40.73850338	34.8183946	-58.5265	-34.641
020011100	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	CARLOS MOREL	Urbano	Estatal	1	2.222222251	23.66946763	39.12231555	34.98599457	-58.5282	-34.6415
020011200	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	REPUBLICA DE COREA	Urbano	Estatal	1	0	17.64705882	35.29411765	47.05882353	-58.5185	-34.64
020011300	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	REPUBLICA ISLAMICA DE PAKISTAN	Urbano	Estatal	1	0	0	30	70	-58.5203	-34.645
020011400	Ciudad de Buenos Aires	Comuna 6	CIUDAD DE BUENOS AIRES	INSTITUTO MONSEÑOR SABELLI	Urbano	Privado	1	3.43137252	6.862745041	28.87700541	60.82887703	-58.4452	-34.6232
020011500	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	ESCUELA CRISTIANA DE LA PUERTA ABIERTA	Urbano	Privado	1	1.885521983	9.907407273	31.2878789	56.91919185	-58.5125	-34.62
020011600	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	NUEVOS AIRES	Urbano	Privado	1	0	18.53635843	27.35454425	54.10909731	-58.4891	-34.5653
020011800	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	INSTITUTO COMUNIDAD FILII DEI	Urbano	Privado	1	11.62945224	24.85857269	35.87196024	27.64001483	-58.3768	-34.5833
020012000	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	GENERAL JOSE SAN MARTIN	Urbano	Estatal	1	5.050505065	22.97979811	44.44444429	27.52525253	-58.374	-34.6027
020012100	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	FRENCH Y BERUTI	Urbano	Estatal	1	10.45751647	16.58496706	56.12745059	16.83006587	-58.377	-34.593
020012500	Ciudad de Buenos Aires	Comuna 14	CIUDAD DE BUENOS AIRES	AMAPOLA	Urbano	Privado	1	0	0	25	75	-58.4265	-34.587
020012600	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	INSTITUTO ESPAÑOL VIRGEN DEL PILAR	Urbano	Privado	1	3.7735848	2.044025216	46.85534577	47.32704422	-58.4479	-34.5755
020012700	Ciudad de Buenos Aires	Comuna 14	CIUDAD DE BUENOS AIRES	INST.SANTA MARIA DE LUJAN	Urbano	Privado	1	0	7.407407407	22.22222222	70.37037037	-58.4404	-34.5711
020012800	Ciudad de Buenos Aires	Comuna 14	CIUDAD DE BUENOS AIRES	PROVINCIA DE CORDOBA	Urbano	Estatal	1	0	25	31.25	43.75	-58.4278	-34.5925
020013000	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	DR. ENRIQUE M. MOSCA	Urbano	Estatal	1	8.333333333	16.66666667	16.66666667	58.33333333	-58.4565	-34.5998
020013500	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	CARLOS SAAVEDRA LAMAS	Urbano	Estatal	1	9.477123879	16.75317151	31.47347149	42.29623313	-58.4022	-34.6335
020013600	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	MARTIN DEL BARCO CENTENERA	Urbano	Estatal	1	3.260869679	9.782609247	46.73913032	40.21739075	-58.478	-34.5555
020013800	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	INSTITUTO SANTA CLARA DE ASIS	Urbano	Privado	1	0	4.545454545	36.36363636	59.09090909	-58.479	-34.5586
020014000	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	LEOPOLDO MARECHAL	Urbano	Estatal	1	5.012531304	12.6566413	10.02506261	72.30576479	-58.4632	-34.6116
020014100	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	FLORIAN OLIVER	Urbano	Estatal	1	9.090909091	9.090909091	63.63636364	18.18181818	-58.4253	-34.6371
020014200	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	INST. MATER DOLOROSA	Urbano	Privado	1	0	4.761904762	23.80952381	71.42857143	-58.5175	-34.5952
020014600	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	ESCUELA PARROQUIAL LA PIEDAD	Urbano	Privado	1	0	9.650600983	27.18795666	63.16144236	-58.3878	-34.6084
020015000	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	INSTITUTO NUESTRA SEÑORA DE LUJAN	Urbano	Privado	1	4.858934086	6.238859275	29.99416082	58.90804582	-58.3992	-34.6356
020015300	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	DR. LUIS F. LELOIR	Urbano	Estatal	1	18	30	36	16	-58.429	-34.6595
020015400	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	DR.GENARO SISTO	Urbano	Estatal	1	11.40734259	20.10489544	45.67307679	22.81468518	-58.4204	-34.6547
020015700	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	COLEGIO NUMEN	Urbano	Privado	1	0	5.882352941	17.64705882	76.47058824	-58.456	-34.6254
020016000	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	REPUBLICA DEL ECUADOR	Urbano	Estatal	1	13.09523814	23.4126984	26.5873016	36.90476186	-58.4678	-34.6008
020016100	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	ROMPEHIELOS GRAL SAN MARTIN	Urbano	Estatal	1	0	0	40	60	-58.4862	-34.6045
020016500	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	ANTONIO A. ZINNY	Urbano	Estatal	1	0	8.482142986	37.35119035	54.16666667	-58.4344	-34.6323
020016600	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	CAPITAN JUAN DE SAN MARTIN Y GOMEZ	Urbano	Estatal	1	0	12.5	56.25	31.25	-58.4858	-34.5992
020016700	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	JOSE ERNESTO GALLONI	Urbano	Estatal	1	0	4.187191931	45.76354743	50.04926064	-58.4888	-34.6067
020016800	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	INSTITUTO PLATERILLO	Urbano	Privado	1	0	11.11111111	33.33333333	55.55555556	-58.4892	-34.6004
020016900	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	CANADA	Urbano	Estatal	1	18.84689982	25.53294605	38.37209248	17.24806165	-58.4359	-34.6391
020017400	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	ESCUELA RELIGIOSA ISRAELITA ARGENTINA	Urbano	Privado	1	100	0	0	0	-58.4062	-34.5992
020017800	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	INSTITUTO LA CANDELARIA	Urbano	Privado	1	5.555555556	11.11111111	38.88888889	44.44444444	-58.4819	-34.6297
020018100	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	ALTE MANUEL BLANCO ENCALADA	Urbano	Estatal	1	0	6.666666667	46.66666667	46.66666667	-58.5032	-34.6011
020018400	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	PATRIA GRANDE	Urbano	Estatal	1	9.090909091	27.27272727	40.90909091	22.72727273	-58.4965	-34.654
020018500	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	PRESBISTERO PROF. VICENTE MONTES CARBALLO	Urbano	Estatal	1	0	9.090909091	54.54545455	36.36363636	-58.494	-34.6577
020018600	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	CAJA NACIONAL DE AHORRO Y SEGURO	Urbano	Estatal	1	2.549889056	15.29933434	42.35033283	39.80044378	-58.4881	-34.6567
020018900	Ciudad de Buenos Aires	Comuna 14	CIUDAD DE BUENOS AIRES	FIDEL LOPEZ	Urbano	Estatal	1	15	25	25	35	-58.4308	-34.5766
020019300	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	SATURNINO SEGUROLA	Urbano	Estatal	1	0	9.090909091	59.09090909	31.81818182	-58.4819	-34.6324
020019400	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	COLEGIO EYELEN	Urbano	Privado	1	0	0	31.25	68.75	-58.4727	-34.6309
020019600	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	EMILIO GIMENEZ ZAPIOLA	Urbano	Estatal	1	0	15.35353524	48.13131332	36.51515143	-58.48	-34.6311
020019800	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	INSTITUTO SCHILLER	Urbano	Privado	1	0	0	19.74358928	80.25641072	-58.4935	-34.6009
020019900	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	COLEGIO NUEVO PENSAR	Urbano	Privado	1	0	4.545454545	22.72727273	72.72727273	-58.4867	-34.6
020020100	Ciudad de Buenos Aires	Comuna 14	CIUDAD DE BUENOS AIRES	COLEGIO DEL ARCE	Urbano	Privado	1	4.761904762	4.761904762	28.57142857	61.9047619	-58.4309	-34.571
020020200	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	GRAL. JUAN ANTONIO LAVALLEJA	Urbano	Estatal	1	0	0	69.23076923	30.76923077	-58.4637	-34.5873
020020300	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	ESCUELA ARGENTINA	Urbano	Privado	1	38.41765903	7.44047613	15.91021823	38.23164662	-58.4549	-34.5805
020020600	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	INSTITUTO SIR THOMAS MALORY	Urbano	Privado	1	0	0	23.52941176	76.47058824	-58.4884	-34.5686
020020800	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	GAUCHOS DE GUEMES	Urbano	Estatal	1	0	10.43154757	34.06250023	55.5059522	-58.4942	-34.5676
020020900	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	INSTITUTO PARROQUIAL NUESTRA SEÑORA DE LA UNIDAD	Urbano	Privado	1	1.184210474	7.960526309	30.72368416	60.13157905	-58.4908	-34.5916
020021300	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	MARCOS SASTRE	Urbano	Estatal	1	0	0	10	90	-58.4546	-34.5737
020021400	Ciudad de Buenos Aires	Comuna 5	CIUDAD DE BUENOS AIRES	CARLOS JAVIER BENIELLI	Urbano	Estatal	1	13.10769212	4.399999849	39.04615409	43.44615394	-58.4151	-34.6064
020021500	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	INSP. GRAL ALFREDO D. ZUNDA	Urbano	Estatal	1	0	23.80952381	47.61904762	28.57142857	-58.4792	-34.6162
020021600	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	ENRIQUE G. PARKER	Urbano	Estatal	1	10.32998642	12.81466017	35.89409153	40.96126189	-58.4715	-34.6189
020021800	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	NTRA. SRA. DE LA MISERICORDIA	Urbano	Privado	1	4.025423788	5.458030647	29.83757055	60.67897501	-58.4492	-34.5675
020021900	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	JORGE NEWBERY	Urbano	Estatal	1	17.64705882	17.64705882	23.52941176	41.17647059	-58.482	-34.612
020022100	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	AUSTRALIA	Urbano	Estatal	1	6.818181997	16.77489172	21.32034638	55.08657991	-58.4386	-34.5955
020022300	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	INST. SAN JOSE DE LA PALABRA DE DIOS	Urbano	Privado	1	0	3.125	37.5	59.375	-58.4363	-34.5931
020022400	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	INSTITUTO INTEGRAL MUNDO NUEVO	Urbano	Privado	1	0	0	9.090909091	90.90909091	-58.4417	-34.596
020022500	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	COLEGIO URIARTE	Urbano	Privado	1	0	0	26.66666667	73.33333333	-58.4368	-34.5905
020023000	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	FELIX DE AZARA	Urbano	Estatal	1	3.78787889	19.26406921	27.05627682	49.89177508	-58.4801	-34.5608
020023400	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	INSTITUTO INCORPORADO COLECTIVIDAD HELENICA	Urbano	Privado	1	0	9.090909091	27.27272727	63.63636364	-58.4293	-34.5962
020023600	Ciudad de Buenos Aires	Comuna 5	CIUDAD DE BUENOS AIRES	DR. ALEJANDRO CARBO	Urbano	Estatal	1	6.25	12.5	50	31.25	-58.4176	-34.6079
020023700	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	REPUBLICA DE TURQUIA	Urbano	Estatal	1	11.11111111	44.44444444	33.33333333	11.11111111	-58.4866	-34.5505
020024800	Ciudad de Buenos Aires	Comuna 2	CIUDAD DE BUENOS AIRES	COLEG. LA ANUNCIATA	Urbano	Privado	1	0	7.651515099	33.86363704	58.48484786	-58.3967	-34.5944
020025000	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	NICOLAS AVELLANEDA	Urbano	Estatal	1	12.14640784	15.94271511	39.44549644	32.46538062	-58.3855	-34.6007
020025100	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	NICOLAS RODRIGUEZ PEÑA	Urbano	Estatal	1	13.09479991	26.60181928	32.74462385	27.55875697	-58.3913	-34.6004
020025300	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	INST. SAN JUDAS TADEO	Urbano	Privado	1	6.083333363	12.25	38.83333329	42.83333335	-58.4361	-34.644
020025400	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	ISAAC BAKCHELLIAN	Urbano	Privado	1	0	0	100	0	-58.4348	-34.6579
020026400	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	INST. VIRGEN DEL VALLE	Urbano	Privado	1	0	10	30	60	-58.4444	-34.576
020026800	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	DR.ALFREDO LANARI	Urbano	Estatal	1	0.9676342984	24.43915218	50.14675754	24.44645599	-58.476	-34.6873
020027600	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	INSTITUTO AMANECER	Urbano	Privado	1	7.532467545	5.58441565	31.94805206	54.93506475	-58.4759	-34.6932
020027900	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	ARMADA ARGENTINA	Urbano	Estatal	1	18.1329419	36.55914041	42.61974577	2.688171918	-58.4656	-34.6801
020028700	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	INSTITUTO EUSKAL-ECHEA	Urbano	Privado	1	3.40714735	5.680079208	23.8590332	67.05374025	-58.3946	-34.6175
020028900	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	FRANCISCO NARCISO LAPRIDA	Urbano	Estatal	1	4.197530771	4.197530771	47.40740769	44.19753077	-58.4	-34.6162
020029300	Ciudad de Buenos Aires	Comuna 2	CIUDAD DE BUENOS AIRES	INSTITUTO NUESTRA SEÑORA DEL PILAR	Urbano	Privado	1	0	0	44.44444444	55.55555556	-58.3926	-34.5893
020029500	Ciudad de Buenos Aires	Comuna 2	CIUDAD DE BUENOS AIRES	INST.MERCEDES PACHECO	Urbano	Privado	1	5.555555556	16.66666667	44.44444444	33.33333333	-58.4036	-34.5922
020029600	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	FRAY MAMERTO ESQUIU	Urbano	Estatal	1	0	5	60	35	-58.3825	-34.6463
020029700	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	CARLOS N. VERGARA	Urbano	Estatal	1	12.20815192	15.11673923	42.15472906	30.52037979	-58.3886	-34.6397
