cueanexo	provincia	departamento	localidad	nombre	ambito	sector_de_gestion	primaria	p_lengua_debajo_basico	p_lengua_basico	p_lengua_satisfactorio	p_lengua_avanzado	lon	lat
900026800	Tucumán	CRUZ ALTA	EL TALAR	ESC. ALMAFUERTE	Rural	Estatal	1	10	70	20	0	-65.1085	-26.803
900027000	Tucumán	CRUZ ALTA	BANDA DEL RIO SALI - INCLUYE LASTENIA	ESC. REPUBLICA DEL PERU	Urbano	Estatal	1	47.70361984	36.86525889	13.38863764	2.04248364	-65.1679	-26.8349
900027100	Tucumán	TAFI VIEJO	CHASQUIVIL	ESC. N° 218	Rural	Estatal	1	0	0	33.33333333	66.66666667	-65.6031	-26.627
900027300	Tucumán	CRUZ ALTA	COLONIAS 1 A 11-LUISIANA	ESC. ESTEBAN DE LUCCA	Rural	Estatal	1	23.88888913	43.88888998	25.55555464	6.666666246	-65.0793	-26.8071
900027400	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	 INST. SAN JOSE DE CALASANZ	Urbano	Privado	1	0	26.18736368	51.50326795	22.30936837	-65.2429	-26.808
900027700	Tucumán	JUAN B ALBERDI	MARAPA	ESC. N° 26 PROV. DE CATAMARCA	Rural	Estatal	1	18.91327069	33.43380757	34.45060684	13.2023149	-65.7926	-27.6846
900027800	Tucumán	JUAN B ALBERDI	DONATO ALVAREZ	ESC. N° 263 TIERRA DEL FUEGO	Rural	Estatal	1	50	0	50	0	-65.62	-27.5552
900027900	Tucumán	LEALES	ORAN	ESC. N° 147 - JARDIN DE LA REPUBLICA	Rural	Estatal	1	57.14285714	28.57142857	14.28571429	0	-65.0392	-27.0886
900028000	Tucumán	JUAN B ALBERDI	LOS ARROYOS	ESC. N° 267 - DR. JULIAN JALIL	Rural	Estatal	1	16	40	36	8	-65.584	-27.6051
900028100	Tucumán	JUAN B ALBERDI	LOS GUAYACANES/GUAYACANES	ESC. N° 138 REMEDIOS ESCALADA DE SAN MARTIN	Rural	Estatal	1	30.76923077	46.15384615	23.07692308	0	-65.5781	-27.5581
900028200	Tucumán	JUAN B ALBERDI	CAMPO BELLO	ESC. N° 196 - MARIO BENEDETTI	Rural	Estatal	1	33.33333333	16.66666667	33.33333333	16.66666667	-65.5373	-27.6016
900028300	Tucumán	JUAN B ALBERDI	ESCABA/VILLA ESCABA	ESC. N° 318 - MARCOS SASTRE	Rural	Estatal	1	0	0	0	100	-65.8172	-27.6213
900028400	Tucumán	JUAN B ALBERDI	EL CHURQUI	ESC. N° 376 JUAN JOSE CASTELLI	Rural	Estatal	1	0	25	75	0	-65.6314	-27.538
900028500	Tucumán	JUAN B ALBERDI	YAQUILO	ESC. N° 328 Esteban Echeverria	Rural	Estatal	1	40	20	40	0	-65.6563	-27.5766
900028600	Tucumán	JUAN B ALBERDI	LA CALERA	ESC. N° 69	Rural	Estatal	1	0	33.33333333	66.66666667	0	-65.7306	-27.5918
900028700	Tucumán	JUAN B ALBERDI	ESCABA DE ABAJO	ESC. N° 190	Rural	Estatal	1	0	25	75	0	-65.7991	-27.6869
900028800	Tucumán	SIMOCA	SANTA ROSA DE NUEVA TRINIDAD	ESC. N° 93	Rural	Estatal	1	0	0	0	100	-65.5192	-27.4888
900028900	Tucumán	SIMOCA	NUEVA TRINIDAD	ESC. N° 237	Rural	Estatal	1	14.28571429	42.85714286	28.57142857	14.28571429	-65.4921	-27.4835
900029000	Tucumán	SIMOCA	LOS AGUDOS	ESC. N° 162 - ABSALON VICTORIANO AGUILAR	Rural	Estatal	1	28.57142857	14.28571429	28.57142857	28.57142857	-65.4745	-27.4544
900029100	Tucumán	SIMOCA	LOS ARRIETAS	ESC. N° 68	Rural	Estatal	1	50	0	0	50	-65.5319	-27.4634
900029200	Tucumán	SIMOCA	EL PACARA	ESC. N° 94 ARSENIO FELIPE RETES	Rural	Estatal	1	28.57142857	42.85714286	28.57142857	0	-65.504	-27.4465
900029400	Tucumán	LEALES	LOS ROMANOS	ESC. N° 132 - ESCUELA PARA LA PAZ	Rural	Estatal	1	60	0	40	0	-65.1532	-27.3726
900029500	Tucumán	LEALES	LOS HERRERA	ESC. N° 185 - BENITO QUINQUELA MARTIN	Rural	Estatal	1	50	33.33333333	16.66666667	0	-65.0667	-27.4112
900029600	Tucumán	LEALES	LOS GOMEZ,EX ESTACION MIGUEL LILLO	ESC. N° 104 MAESTRO JOAQUIN CIA SANTIAGO FRIAS	Rural	Estatal	1	18.75	18.75	12.5	50	-65.2085	-27.3181
900029800	Tucumán	LA COCHA	SAN IGNACIO,ESTACION KM19	ESC. JOAQUIN VICTOR GONZALEZ	Rural	Estatal	1	11.11111111	33.33333333	33.33333333	22.22222222	-65.6199	-27.7549
900030000	Tucumán	LA COCHA	LA COCHA	ESC. JOSE MARIA TORRES	Urbano	Estatal	1	17.4390968	24.11616141	45.91503241	12.52970937	-65.5893	-27.7706
900030100	Tucumán	LA COCHA	VILLA NUEVA	ESC. N° 244 JUSTO JOSE DE URQUIZA	Rural	Estatal	1	23.52941176	35.29411765	35.29411765	5.882352941	-65.589	-27.7779
900030200	Tucumán	SIMOCA	TREJOS/LOS TREJOS	ESC. N° 20 INGENIERO TOMAS CHUECA	Rural	Estatal	1	0	20	40	40	-65.3636	-27.4851
900030300	Tucumán	SIMOCA	SUR DE TREJOS	ESC. DR. CARLOS SAAVEDRA LAMAS	Rural	Estatal	1	0	0	100	0	-65.3395	-27.5125
900030600	Tucumán	GRANEROS	LA CAÑADA	ESC. N° 172 PAULA ALBARRACIN DE SARMIENTO	Rural	Estatal	1	27.27272727	18.18181818	45.45454545	9.090909091	-65.5057	-27.5645
900030700	Tucumán	GRANEROS	LA CHILCA	ESC. N° 245 TTE. DIEGO BARCELO	Rural	Estatal	1	0	0	50	50	-65.279	-27.7862
900031100	Tucumán	YERBA BUENA	YERBA BUENA - MARCOS PAZ	ESC. MATE DE LUNA	Urbano	Estatal	1	23.17272057	20.25221167	29.36194257	27.21312519	-65.265	-26.8146
900031200	Tucumán	LEALES	MANCOPA	ESC. N° 273 CORONEL JUAN LARRABURE	Rural	Estatal	1	5	45	35	15	-65.1565	-27.0291
900031300	Tucumán	LEALES	MANCOPA CHICO	ESC. N° 153	Rural	Estatal	1	0	0	50	50	-65.1321	-27.0334
900031500	Tucumán	LEALES	FRONTERITA/LA FRONTERITA	ESC. N° 145	Rural	Estatal	1	0	100	0	0	-65.1082	-27.0826
900031600	Tucumán	LEALES	ESQUINA	ESC. PEDRO DE MENDOZA	Rural	Estatal	1	0	33.33333333	66.66666667	0	-65.229	-27.0264
900031700	Tucumán	LEALES	ESQUINA DEL LLANO	ESC. N° 82 PROV. DE SANTIAGO DEL ESTERO	Rural	Estatal	1	9.090909091	36.36363636	36.36363636	18.18181818	-65.1996	-27.0298
900031800	Tucumán	LEALES	EL CORTADERAL	ESC. N° 272 REGIMIENTO 19 DE INFANTERIA	Rural	Estatal	1	16.66666667	33.33333333	50	0	-65.1792	-27.0723
900032000	Tucumán	LEALES	EL CHILCAR/EL CHIRCAL/EL CHICAL	ESC. N° 157 - MAESTRO RURAL	Rural	Estatal	1	11.76470588	23.52941176	35.29411765	29.41176471	-65.0597	-27.032
900032100	Tucumán	LEALES	LOS PUESTOS	ESC. N° 102 - ANDRES SEGUNDO AGUIRRE	Rural	Estatal	1	0	40	40	20	-65.0174	-27.2801
900032200	Tucumán	LEALES	LA FLORIDA	ESC. N° 194 - LEOCADIO DE JESUS CABRERA	Rural	Estatal	1	0	25	50	25	-64.956	-27.3544
900032400	Tucumán	LEALES	CARANCHO POZO	ESC. ESTANISLAO ZEBALLOS	Rural	Estatal	1	20	20	50	10	-64.9939	-27.304
900032500	Tucumán	LEALES	AGUA SALADA	ESC. GOBERNADOR MIGUEL MACEDONIO NOUGUES	Rural	Estatal	1	0	0	100	0	-64.9485	-27.2942
900032600	Tucumán	LEALES	TACANAS,ESTACION SUPERINTENDENTE LEDESMA	ESC. 25 DE MAYO	Rural	Estatal	1	0	40	20	40	-64.8071	-27.1395
900032700	Tucumán	LEALES	CAÑADA DE VICLOS	ESC. N° 103 - VICENTE JUAREZ	Rural	Estatal	1	0	0	100	0	-64.9168	-27.157
900032800	Tucumán	LEALES	FINCA LOS LLANOS	ESC. N° 293 - JOSE BERNARDO DIAZ	Rural	Estatal	1	75	0	25	0	-64.9875	-27.1644
900032900	Tucumán	LEALES	FINCA TINA	ESC. N° 174 - TRANSITO HERRERA DE MURE	Rural	Estatal	1	0	0	100	0	-65.3038	-26.9787
900033000	Tucumán	LEALES	MANUEL GARCIA FERNANDEZ	ESC. FRANCISCO DE AGUIRRE	Rural	Estatal	1	23.52941176	29.41176471	17.64705882	29.41176471	-65.2716	-26.9591
900033100	Tucumán	LEALES	EL SUNCHAL	ESC. GOBERNADOR ALEJANDRO HEREDIA	Rural	Estatal	1	0	0	0	100	-65.3152	-27.0092
900033200	Tucumán	LEALES	EL MOLLAR	ESC. N° 11 - JOSE ALFREDO SAIRE	Rural	Estatal	1	50	50	0	0	-65.2789	-27.0285
900033300	Tucumán	FAMAILLA	CAMPO DE HERRERA	ESC. CONGRESALES TUCUMANOS	Rural	Estatal	1	50	50	0	0	-65.3391	-27.0559
900033400	Tucumán	LEALES	BELLA VISTA	ESC. N° 224 - LUIS ALBERTO DIAZ	Urbano	Estatal	1	14.28571429	57.14285714	14.28571429	14.28571429	-65.2983	-27.017
900033500	Tucumán	CRUZ ALTA	SAN AGUSTIN	ESC. N° 283	Rural	Estatal	1	0	33.33333333	33.33333333	33.33333333	-64.8491	-26.8433
900033600	Tucumán	CRUZ ALTA	RAFAELA POZO	ESC. CORONEL JOSE SEGUNDO ROCA	Rural	Estatal	1	25	8.333333333	50	16.66666667	-64.7996	-26.8637
900033700	Tucumán	CRUZ ALTA	LOS LAPACHITOS/LAPACZITOS	ESC. OBISPO JOSE EUSEBIO COLOMBRES	Rural	Estatal	1	0	100	0	0	-64.8772	-26.8557
900033800	Tucumán	CRUZ ALTA	LOS RALOS-INCLUYE VILLAS RESCATE Y TERCERA Y EX IN	ESC. BRIGIDO TERAN	Urbano	Estatal	1	33.5353536	29.59595944	29.3939395	7.474747459	-64.9938	-26.8875
900034200	Tucumán	RIO CHICO	EL TUSCAL	ESC. N° 140 VTE. SEGUNDO R. STORNI	Rural	Estatal	1	0	0	66.66666667	33.33333333	-65.6495	-27.4487
900034300	Tucumán	RIO CHICO	LOS LUNA	ESC. N° 21	Rural	Estatal	1	0	25	25	50	-65.6449	-27.4978
900034400	Tucumán	RIO CHICO	RIO CHICO	ESC. MAESTRO LUIS GIANNEO	Rural	Estatal	1	14.28571429	42.85714286	42.85714286	0	-65.6282	-27.4788
900034500	Tucumán	RIO CHICO	AGUILARES	INST. CRISTO REY	Urbano	Privado	1	0	16.66666667	40	43.33333333	-65.6135	-27.4334
900034700	Tucumán	RIO CHICO	AGUILARES	ESC. GOBERNADOR JOSE FRIAS SILVA	Urbano	Estatal	1	9.753756154	25.69895014	47.33842646	17.20886725	-65.6145	-27.4325
900034800	Tucumán	RIO CHICO	AGUILARES	ESC. N° 382 - LIBERTADOR DE AMERICA	Urbano	Estatal	1	9.31919303	26.18711099	40.51692356	23.97677242	-65.6154	-27.4398
900035000	Tucumán	RIO CHICO	VILLA CLODOMIRO HILERET	ESC. CARLOS PELLEGRINI	Rural	Estatal	1	17.39130435	17.39130435	47.82608696	17.39130435	-65.6569	-27.476
900035100	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. NORMAL SUPERIOR EN LENGUAS VIVAS JUAN BAUTISTA ALBERDI	Urbano	Estatal	1	2.191357932	8.950617286	36.72839537	52.12962941	-65.2051	-26.8273
900035200	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	INST. JOHN KENNEDY	Urbano	Privado	1	4.749999846	18.19642856	43.35714273	33.69642887	-65.2005	-26.8365
900035400	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. BERNABE ARAOZ	Urbano	Estatal	1	18.12552509	35.70220568	39.42314436	6.749124872	-65.1818	-26.8358
900035500	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. DELFIN JIJENA	Urbano	Estatal	1	20.1390817	40.27419551	30.57319166	9.013531139	-65.1899	-26.8451
900035600	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. DR. BERNARDO DE MONTEAGUDO	Urbano	Estatal	1	11.49359886	28.58772031	32.33646218	27.58221866	-65.2001	-26.8383
900035700	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. TENIENTE BENJAMIN MATIENZO	Urbano	Estatal	1	14.00333436	35.23696089	33.71278883	17.04691592	-65.1955	-26.8426
900035800	Tucumán	LULES	INGENIO SAN PABLO	ESC. LUIS F. NOUGUES	Urbano	Estatal	1	15.45678544	23.27348487	37.10614341	24.16358628	-65.3101	-26.87
900035900	Tucumán	LULES	PUENTE EL MANANTIAL	ESC. MALVINAS	Rural	Estatal	1	0	0	100	0	-65.2692	-26.9231
900036000	Tucumán	LULES	LOS AGUIRRE	ESC. N° 254 DR. VICTORIANO E. MONTES	Rural	Estatal	1	36.30271329	20.56227513	34.89702547	8.237986107	-65.2333	-26.9061
900036100	Tucumán	LULES	LA RINCONADA	ESC. ING. FELIPE BERTRES	Rural	Estatal	1	25	50	25	0	-65.3141	-26.835
900036300	Tucumán	LULES	CAÑADA DE YERBA BUENA	ESC. N° 243 PROV. DE MISIONES	Rural	Estatal	1	24.41742655	31.40830798	35.46099292	8.713272557	-65.2968	-26.8325
900036700	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	JUVENIL INSTITUTO MODERNO (J.I.M.)	Urbano	Privado	1	0	6.363636374	37.95454549	55.68181813	-65.2072	-26.8209
900037000	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	INST. 9 DE JULIO	Urbano	Privado	1	0	10	23.33333333	66.66666667	-65.2057	-26.8248
900037400	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. DR. MIGUEL LILLO	Urbano	Estatal	1	19.46463769	37.58805291	35.89743617	7.04987323	-65.2204	-26.813
900037600	Tucumán	TAFI DEL VALLE	EL CARMEN	ESC. CORONEL JOSE IGNACIO MURGA	Rural	Estatal	1	0	0	100	0	-66.1156	-26.5721
900037700	Tucumán	TAFI DEL VALLE	AMAICHA DEL VALLE	ESC. N° 10 CLAUDIA VELEZ DE CANO	Rural	Estatal	1	10.71428571	21.42857143	32.14285714	35.71428571	-65.9169	-26.6039
900037900	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. BERNARDINO RIVADAVIA	Urbano	Estatal	1	2.084398975	13.55711842	35.11807325	49.24040936	-65.2104	-26.8295
900038200	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	COL. MARIA AUXILIADORA	Urbano	Privado	1	0	8.53068497	24.31881846	67.15049657	-65.2177	-26.8263
900038600	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	COL. SAGRADA FAMILIA	Urbano	Privado	1	0	9.705882168	23.67647045	66.61764738	-65.2011	-26.8208
900039100	Tucumán	LULES	LA REDUCCION	ESC. DR. IGNACIO COLOMBRES	Urbano	Estatal	1	18.15668191	25.529954	39.90783422	16.40552987	-65.3507	-26.9565
900039300	Tucumán	LULES	LULES	ESC. DR. ELISEO CANTON	Urbano	Estatal	1	30.11558813	23.97656273	34.28074678	11.62710236	-65.3389	-26.9323
900039500	Tucumán	TAFI VIEJO	TAFI VIEJO	INST. PROFESIONAL DE EDUCACION PARA EL PROGRESO	Urbano	Privado	1	0	18.18181818	45.45454545	36.36363636	-65.2619	-26.7314
900039800	Tucumán	TAFI VIEJO	TAFI VIEJO	COL. INMACULADO CORAZON DE MARIA	Urbano	Privado	1	3.182795974	13.60368658	42.18433205	41.0291854	-65.254	-26.7296
900039900	Tucumán	TAFI VIEJO	TAFI VIEJO	ESC. N° 46 PRESIDENTE NICOLAS AVELLANEDA	Urbano	Estatal	1	14.76459259	23.62334815	46.84746666	14.76459259	-65.2566	-26.7246
900040000	Tucumán	TAFI VIEJO	TAFI VIEJO	INST. NUESTRA SEÑORA DE LA CONSOLACION	Urbano	Privado	1	1.643192408	6.359368317	28.72385808	63.27358119	-65.2587	-26.7273
900040100	Tucumán	TAFI VIEJO	TAFI VIEJO	ESC. PROSPERO MENA	Urbano	Estatal	1	10.55532201	20.06912346	43.77656331	25.59899121	-65.2646	-26.7278
900040200	Tucumán	SIMOCA	LOS VALENZUELAS	ESC. N° 241	Rural	Estatal	1	50	0	50	0	-65.4025	-27.417
900040300	Tucumán	SIMOCA	PUESTO LOS VALDEZ	ESC. N° 203 - TIBURCIO DIAZ	Rural	Estatal	1	7.692307692	30.76923077	61.53846154	0	-65.427	-27.3716
900040400	Tucumán	SIMOCA	SAN ANTONIO DE PADUA	ESC. INDALECIO GOMEZ	Rural	Estatal	1	0	42.85714286	42.85714286	14.28571429	-65.3186	-27.3385
900040500	Tucumán	SIMOCA	SAN PEDRO MARTIR	ESC. N° 193 EMILIO CARMONA	Rural	Estatal	1	0	28.57142857	57.14285714	14.28571429	-65.3686	-27.3402
900040600	Tucumán	SIMOCA	SANTA CRUZ	ESC. VICENTE LOPEZ Y PLANES	Rural	Estatal	1	11.11111111	44.44444444	22.22222222	22.22222222	-65.4581	-27.3889
900040700	Tucumán	SIMOCA	EL MOLLAR	ESC. N° 360 CLOTILDE GUILLEN DE REZZANO	Rural	Estatal	1	0	0	0	100	-65.4032	-27.3428
900040800	Tucumán	SIMOCA	LOS SANDOVALES/SANDOVALES	ESC. DR. JULIO LOPEZ MAÑAN	Rural	Estatal	1	0	0	66.66666667	33.33333333	-65.3412	-27.398
900040900	Tucumán	SIMOCA	LA TUNA	ESC. N° 97 ROBERTO MARTIN BERHO	Rural	Estatal	1	18.51079934	37.04054575	25.91890849	18.52974641	-65.4303	-27.321
900041000	Tucumán	SIMOCA	LOMA DE CIUDACITA	ESC. N° 391- SIXTO JOVITO MORALES	Rural	Estatal	1	0	100	0	0	-65.423	-27.4244
900041200	Tucumán	TRANCAS	VILLA TRANCAS	ESC. N° 331 REVERENDO JUAN URBANC	Urbano	Estatal	1	14.08250356	11.09530583	55.61877667	19.20341394	-65.2788	-26.2357
900041400	Tucumán	TRANCAS	LAS TACANAS/TACANAS	ESC. N° 389 - PADRE MARCELO ARTIGUEBIEILLE	Rural	Estatal	1	0	33.33333333	33.33333333	33.33333333	-65.5298	-26.2882
900041600	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	INST. ARGENTINO-ARABE	Urbano	Privado	1	16.66666667	0	16.66666667	66.66666667	-65.2015	-26.8296
900041700	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	COL. NUESTRA SEÑORA DE LA MERCED	Urbano	Privado	1	2.428571474	8.461538297	25.98901124	63.12087899	-65.2016	-26.8321
900041800	Tucumán	YERBA BUENA	YERBA BUENA - MARCOS PAZ	COLEGIO PUCARA	Urbano	Privado	1	0	8.733677795	22.81658055	68.44974165	-65.3204	-26.8196
900041900	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	INST. PETER PAN	Urbano	Privado	1	7.211538484	14.42307697	41.34615335	37.0192312	-65.1984	-26.8323
900042100	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	COL. LEON XIII DE SAN JOSE	Urbano	Privado	1	1.888111954	7.832167568	36.50349657	53.77622391	-65.2016	-26.8368
900042200	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	COL. MARIA DEL ROSARIO	Urbano	Privado	1	7.450695916	7.349062027	31.52571104	53.67453101	-65.203	-26.8399
900042300	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. JUAN BAUTISTA ALBERDI	Urbano	Estatal	1	20.73919336	22.02123866	27.82686148	29.4127065	-65.2031	-26.8377
900042600	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	COL. GUILLERMINA LESTON DE GUZMAN	Urbano	Privado	1	2.316433592	7.027670642	27.90571512	62.75018065	-65.1996	-26.8412
900042700	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	INST. MARIANO MORENO	Urbano	Privado	1	5	35	45	15	-65.2012	-26.8377
900042900	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	COL. SANTO DOMINGO	Urbano	Privado	1	3.052503122	15.20146536	33.45543384	48.29059768	-65.2105	-26.8329
900043000	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESCUELA INICIAL Y PRIMARIA F.A.N.N.	Urbano	Privado	1	25	25	50	0	-65.2003	-26.8365
900043100	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	INST. CONGRESO DE TUCUMAN	Urbano	Privado	1	0	9.677419355	35.48387097	54.83870968	-65.2099	-26.8265
900043200	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	COL. GIOSUE CARDUCCI	Urbano	Privado	1	0	14.97792109	22.50865255	62.51342637	-65.2043	-26.8348
900043300	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. OBISPO JOSE AGUSTIN MOLINA	Urbano	Estatal	1	11.4798884	19.40201868	37.21109209	31.90700083	-65.2028	-26.833
900043500	Tucumán	TAFI DEL VALLE	QUILMES	ESC. N° 213 - CACIQUE MARTIN IQUIN	Rural	Estatal	1	16.66666667	16.66666667	66.66666667	0	-66.0333	-26.4955
900043600	Tucumán	TAFI DEL VALLE	EL BAÑADO	ESC. N° 217 - ANGEL MARIA SORIA	Rural	Estatal	1	33.33333333	0	66.66666667	0	-65.9843	-26.4512
900043800	Tucumán	TAFI DEL VALLE	LA HOYADA	ESC. MANUELA PEDRAZA	Rural	Estatal	1	0	0	100	0	-65.8228	-26.6412
900044000	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. BERNARDO DE IRIGOYEN	Urbano	Estatal	1	20.4740149	33.02674662	31.16580876	15.33342972	-65.2135	-26.8253
900044200	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO EDUCATIVO FRANCISCANO SAN FRANCISCO	Urbano	Privado	1	3.092146089	20.39547199	36.58207644	39.93030549	-65.2049	-26.8216
900044500	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. BARTOLOME MITRE	Urbano	Estatal	1	7.802067789	8.926702152	46.19381471	37.07741535	-65.2041	-26.8237
900044600	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. ELMINA PAZ DE GALLO	Urbano	Estatal	1	21.20299595	34.6544988	32.14765351	11.99485174	-65.1922	-26.8156
900044700	Tucumán	CAPITAL	SAN MIGUEL DE TUCUMAN	ESC. LUCAS ALEJANDRO CORDOBA	Urbano	Estatal	1	17.0808007	22.99159394	48.6132891	11.31431626	-65.1938	-26.7972
900045100	Tucumán	TAFI VIEJO	EL COLMENAR (VILLA MARIANO MORENO)	ESC. N° 256 PROV. DE SANTA FE	Rural	Estatal	1	20.23578289	33.41877256	37.42993114	8.915513407	-65.1896	-26.7878
900045200	Tucumán	TAFI VIEJO	EL COLMENAR (VILLA MARIANO MORENO)	ESC. GOBERNADOR ANSELMO ROJO	Rural	Estatal	1	20.94477998	43.14063868	29.76704048	6.147540855	-65.1919	-26.7914
900045300	Tucumán	TAFI VIEJO	LAS TALITAS	COLEGIO SANTO TOMAS	Urbano	Privado	1	8.897313693	8.897313693	26.67580847	55.52956414	-65.1899	-26.7909
900045500	Tucumán	TAFI VIEJO	BARRIO LOS POCITOS (LAS TALITAS)	ESC. DIVINA PROVIDENCIA	Rural	Estatal	1	16.19047622	33.86363635	33.89610391	16.04978352	-65.2102	-26.7884
900045600	Tucumán	TAFI VIEJO	LOS NOGALES	ESC. PROF. MARIA EUGENIA VIRLA	Rural	Estatal	1	5.555555556	27.77777778	33.33333333	33.33333333	-65.2187	-26.7129
900045700	Tucumán	TAFI VIEJO	NUEVA ESPERANZA	ESC. N° 59 DOMINGO MATHEU	Rural	Estatal	1	13.33333333	33.33333333	53.33333333	0	-65.2671	-26.7089
900045800	Tucumán	TAFI VIEJO	LA AGUADITA	ESC. N° 210 GREGORIO ARAOZ DE LAMADRID	Rural	Estatal	1	42.85714286	42.85714286	14.28571429	0	-65.1646	-26.7354
900046000	Tucumán	CRUZ ALTA	ESTACION CRUZ DEL NORTE	ESC. GOBERNADOR JOSE POSSE	Rural	Estatal	1	0	40	60	0	-65.127	-26.8896
900046200	Tucumán	FAMAILLA	LA RINCONADA	ESC. N° 321 CABO 1° DARDO DESIDERIO PEREZ	Rural	Estatal	1	66.66666667	16.66666667	16.66666667	0	-65.4879	-27.0173
900046300	Tucumán	FAMAILLA	LA MONTAÑITA	ESC. N° 261 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	Rural	Estatal	1	25	25	25	25	-65.397	-26.9664
900046400	Tucumán	RIO CHICO	SANTA ANA	ESC. N° 288	Urbano	Estatal	1	16.66666667	33.33333333	33.33333333	16.66666667	-65.7064	-27.4945
900046600	Tucumán	RIO CHICO	SANTA ANA	ESC. N° 279	Urbano	Estatal	1	26.66666667	33.33333333	33.33333333	6.666666667	-65.6951	-27.4798
900046700	Tucumán	RIO CHICO	SANTA ANA	ESC. N° 320 LIBERTADOR GRAL.SAN MARTIN	Urbano	Estatal	1	0	0	31.25	68.75	-65.7018	-27.4573
900047100	Tucumán	RIO CHICO	AGUILARES	ESC. EMILIO CARMONA	Urbano	Estatal	1	7.327430451	36.53099013	46.38936584	9.752213581	-65.6093	-27.438
900047200	Tucumán	RIO CHICO	AGUILARES	ESC. FRENCH Y BERUTTI	Urbano	Estatal	1	18.33035723	28.50000016	30.63392852	22.53571409	-65.6135	-27.4274
900047300	Tucumán	RIO CHICO	COLONIA SANTA BARBARA	ESC. MAESTRO MARIO ENRIQUE CASELLA	Rural	Estatal	1	24	16	40	20	-65.6036	-27.4543
900047400	Tucumán	MONTEROS	MONTEROS	ESC. PRESIDENTE JUAN DOMINGO PERON	Urbano	Estatal	1	13.22916667	34.04647424	38.56570492	14.15865417	-65.508	-27.174
900047600	Tucumán	MONTEROS	MONTEROS	ESC. N° 119 PROV. DE MENDOZA	Urbano	Estatal	1	19.98663095	22.34625747	33.36564129	24.30147029	-65.5061	-27.1717
900047700	Tucumán	MONTEROS	SARGENTO MOYA	ESC. FRANCISCA BAZAN DE LAGUNA	Rural	Estatal	1	7.692307692	15.38461538	53.84615385	23.07692308	-65.6599	-27.2276
900047800	Tucumán	MONTEROS	ORAN	ESC. N° 148	Rural	Estatal	1	0	0	66.66666667	33.33333333	-65.5469	-27.1959
900047900	Tucumán	MONTEROS	CASPINCHANGO	ESC. N° 101 - BATALLA DE  SALTA	Rural	Estatal	1	0	0	0	100	-65.4939	-27.0742
900048000	Tucumán	MONTEROS	EL CERCADO	ESC. N? 29 - MANUEL EDUARDO ALDONATE	Rural	Estatal	1	43.75	18.75	25	12.5	-65.5492	-27.179
900048100	Tucumán	MONTEROS	LA CIENAGA	ESC. N° 236 DR. NESTOR CARLOS KIRCHNER	Rural	Estatal	1	33.33333333	33.33333333	25	8.333333333	-65.5046	-27.1079
900048200	Tucumán	MONTEROS	LAS MESADAS	ESC. N° 380	Rural	Estatal	1	0	33.33333333	33.33333333	33.33333333	-65.5665	-27.0983
900048300	Tucumán	MONTEROS	TENIENTE BERDINA	ESC. N° 361 DOMINGO FAUSTINO SARMIENTO	Rural	Estatal	1	0	18.75	43.75	37.5	-65.4886	-27.0502
900048400	Tucumán	MONTEROS	SANTA LUCIA	ESC. BENJAMIN ZORRILLA	Urbano	Estatal	1	14.70618556	35.97316877	35.32531776	13.99532791	-65.5324	-27.0936
